StartDate,Duration,BuyHoldEndingValue,PriceMomentum_longHistory_365_shortHistory_90_ReEval_30_stockcount_5_filter2EndingValue,BuyHoldGain,PriceMomentum_longHistory_365_shortHistory_90_ReEval_30_stockcount_5_filter2Gain,Difference
1/2/1982,1.0,33759.22999999996,46525.33000000002,0.12530766666666526,0.5508443333333342,0.4255366666666689
1/2/1983,1.0,34969.119999999995,43955.568999999974,0.1656373333333332,0.4651856333333324,0.2995482999999992
1/2/1984,1.0,30087.47999999999,25461.738999999998,0.0029159999999996966,-0.15127536666666674,-0.15419136666666644
1/2/1985,1.0,37614.09000000001,36589.66300000001,0.25380300000000044,0.2196554333333336,-0.03414756666666685
1/2/1986,1.0,34288.77000000005,42880.54500000002,0.1429590000000016,0.4293515000000008,0.28639249999999916
1/2/1987,1.0,30533.499999999985,41231.367999999995,0.017783333333332818,0.37437893333333316,0.35659560000000035
1/2/1988,1.0,33802.479999999996,29528.594999999994,0.12674933333333316,-0.015713500000000158,-0.14246283333333332
1/2/1989,1.0,37467.60999999999,36267.674999999996,0.2489203333333332,0.2089224999999999,-0.03999783333333329
1/2/1990,1.0,28111.900000000016,34246.422999999995,-0.06293666666666609,0.14154743333333308,0.20448409999999917
1/2/1991,1.0,37711.64000000001,63768.74899999996,0.2570546666666669,1.1256249666666651,0.8685702999999982
1/2/1992,1.0,31409.869999999988,44332.94799999999,0.046995666666666214,0.4777649333333329,0.4307692666666667
1/2/1993,1.0,32234.639999999996,47476.019,0.07448799999999989,0.5825339666666667,0.5080459666666668
1/2/1994,1.0,29745.450000000004,33067.352,-0.008484999999999854,0.10224506666666655,0.1107300666666664
1/2/1995,1.0,39529.58,44666.635999999984,0.3176526666666668,0.48888786666666606,0.17123519999999925
1/2/1996,1.0,36365.92000000001,34831.01100000001,0.2121973333333338,0.1610337000000004,-0.0511636333333334
1/2/1997,1.0,38599.11000000001,36851.69899999999,0.28663700000000025,0.22838996666666644,-0.05824703333333381
1/2/1998,1.0,37845.0,42954.32399999997,0.26150000000000007,0.43181079999999894,0.17031079999999887
1/2/1999,1.0,34876.68000000001,87043.425,0.16255600000000014,1.9014475000000002,1.7388915
1/2/2000,1.0,27007.340000000004,31577.35800000002,-0.0997553333333332,0.052578600000000586,0.15233393333333378
1/2/2001,1.0,28156.01999999999,27487.259,-0.061466000000000354,-0.08375803333333343,-0.022292033333333072
1/2/2002,1.0,23463.940000000002,27875.60100000001,-0.2178686666666666,-0.07081329999999963,0.14705536666666696
1/2/2003,1.0,37037.64000000003,47281.52200000001,0.2345880000000009,0.5760507333333338,0.3414627333333329
1/2/2004,1.0,32561.679999999982,33587.30199999998,0.08538933333333265,0.11957673333333263,0.03418739999999998
1/2/2005,1.0,30770.94,41720.07400000001,0.025698,0.39066913333333364,0.36497113333333364
1/2/2006,1.0,33260.38,39781.67300000001,0.10867933333333335,0.326055766666667,0.21737643333333367
1/2/2007,1.0,31006.6,42534.220000000016,0.033553333333333324,0.41780733333333386,0.38425400000000054
1/2/2008,1.0,19203.119999999995,15610.217,-0.3598960000000001,-0.4796594333333333,-0.11976343333333317
1/2/2009,1.0,36896.44000000003,38997.024999999994,0.22988133333333427,0.29990083333333306,0.07001949999999879
1/2/2010,1.0,33622.44,42043.001,0.12074800000000008,0.4014333666666665,0.28068536666666644
1/2/2011,1.0,30011.44,29457.841,0.0003813333333333446,-0.01807196666666666,-0.018453300000000006
1/2/2012,1.0,32757.260000000006,36165.18099999999,0.09190866666666686,0.20550603333333295,0.11359736666666609
1/2/2013,1.0,38393.39999999999,46560.81999999998,0.2797799999999995,0.5520273333333325,0.27224733333333306
1/2/2014,1.0,33154.66000000001,36629.86400000001,0.10515533333333371,0.22099546666666692,0.1158401333333332
1/2/2015,1.0,30496.579999999987,40438.331,0.016552666666666216,0.3479443666666666,0.3313917000000004
1/2/2016,1.0,32793.97999999999,36299.653000000006,0.09313266666666631,0.2099884333333335,0.1168557666666672
1/2/2017,1.0,34422.12,45023.263000000006,0.1474040000000001,0.5007754333333336,0.35337143333333354
